id,area_name,subarea_name,group1,group1_note,group2,group2_note,group3,group3_note,group4,group4_note,group5,group5_note,total_posting
3255,川崎市川崎区,川崎市川崎区田辺新田,193,,94,,15,,0,,61,,363
3256,川崎市川崎区,川崎市川崎区渡田,87,,242,,81,,216,,43,,669
3257,川崎市川崎区,川崎市川崎区渡田向町,282,,271,,146,,15,,25,,739
3258,川崎市川崎区,川崎市川崎区渡田山王町,74,,143,,49,,93,,59,,418
3259,川崎市川崎区,川崎市川崎区渡田新町,62,,250,,52,,236,,284,,884
3260,川崎市川崎区,川崎市川崎区渡田東町,266,,177,,177,,220,,229,,1069
3261,川崎市川崎区,川崎市川崎区東扇島,10,,6,,292,,133,,184,,625
3262,川崎市川崎区,川崎市川崎区東田町,263,,290,,244,,57,,210,,1064
3263,川崎市川崎区,川崎市川崎区東門前,71,,275,,240,,209,,104,,899
3264,川崎市川崎区,川崎市川崎区藤崎,40,,246,,174,,285,,71,,816
3265,川崎市川崎区,川崎市川崎区南町,186,,0,,294,,143,,219,,842
3266,川崎市川崎区,川崎市川崎区南渡田町,11,,21,,6,,139,,126,,303
3267,川崎市川崎区,川崎市川崎区日ノ出,229,,279,,37,,182,,31,,758
3268,川崎市川崎区,川崎市川崎区日進町,162,,287,,123,,197,,200,,969
3269,川崎市川崎区,川崎市川崎区白石町,116,,80,,237,,89,,55,,577
3270,川崎市川崎区,川崎市川崎区浜町,273,,287,,165,,233,,56,,1014
3271,川崎市川崎区,川崎市川崎区富士見,68,,62,,64,,212,,258,,664
3272,川崎市川崎区,川崎市川崎区浮島町,24,,290,,287,,187,,229,,1017
3273,川崎市川崎区,川崎市川崎区堀之内町,141,,145,,4,,83,,287,,660
3274,川崎市川崎区,川崎市川崎区本町,0,,161,,37,,210,,278,,686
3275,川崎市川崎区,川崎市川崎区夜光,255,,22,,296,,208,,164,,945
3276,川崎市川崎区,川崎市川崎区鈴木町,156,,137,,192,,256,,220,,961
3277,川崎市川崎区,川崎市川崎区旭町1丁目,189,,149,,11,,10,,54,,413
3278,川崎市川崎区,川崎市川崎区旭町2丁目,6,,143,,265,,23,,163,,600
3279,川崎市川崎区,川崎市川崎区塩浜1丁目,26,,190,,202,,22,,38,,478
3280,川崎市川崎区,川崎市川崎区塩浜2丁目,62,,193,,24,,287,,94,,660
3281,川崎市川崎区,川崎市川崎区塩浜3丁目,191,,76,,199,,228,,286,,980
3282,川崎市川崎区,川崎市川崎区塩浜4丁目,280,,287,,114,,55,,156,,892
3283,川崎市川崎区,川崎市川崎区貝塚1丁目,136,,152,,67,,243,,246,,844
3284,川崎市川崎区,川崎市川崎区貝塚2丁目,95,,21,,148,,165,,170,,599
3285,川崎市川崎区,川崎市川崎区観音1丁目,97,,232,,274,,136,,97,,836
3286,川崎市川崎区,川崎市川崎区観音2丁目,154,,6,,174,,112,,281,,727
3287,川崎市川崎区,川崎市川崎区京町1丁目,290,,116,,119,,278,,165,,968
3288,川崎市川崎区,川崎市川崎区京町2丁目,62,,37,,136,,210,,290,,735
3289,川崎市川崎区,川崎市川崎区京町3丁目,150,,11,,104,,276,,73,,614
3290,川崎市川崎区,川崎市川崎区元木1丁目,159,,89,,166,,259,,231,,904
3291,川崎市川崎区,川崎市川崎区元木2丁目,52,,222,,79,,93,,239,,685
3292,川崎市川崎区,川崎市川崎区江川1丁目,204,,102,,8,,32,,168,,514
3293,川崎市川崎区,川崎市川崎区江川2丁目,67,,39,,195,,290,,73,,664
3294,川崎市川崎区,川崎市川崎区鋼管通1丁目,123,,49,,62,,287,,65,,586
3295,川崎市川崎区,川崎市川崎区鋼管通2丁目,92,,106,,253,,230,,28,,709
3296,川崎市川崎区,川崎市川崎区鋼管通3丁目,214,,250,,295,,168,,2,,929
3297,川崎市川崎区,川崎市川崎区鋼管通4丁目,129,,85,,83,,69,,222,,588
3298,川崎市川崎区,川崎市川崎区鋼管通5丁目,75,,227,,185,,24,,268,,779
3299,川崎市川崎区,川崎市川崎区砂子1丁目,25,,131,,286,,149,,133,,724
3300,川崎市川崎区,川崎市川崎区砂子2丁目,123,,54,,41,,243,,171,,632
3301,川崎市川崎区,川崎市川崎区桜本1丁目,211,,160,,265,,44,,133,,813
3302,川崎市川崎区,川崎市川崎区桜本2丁目,224,,158,,39,,218,,228,,867
3303,川崎市川崎区,川崎市川崎区小田1丁目,57,,241,,12,,254,,202,,766
3304,川崎市川崎区,川崎市川崎区小田2丁目,215,,112,,264,,267,,92,,950
3305,川崎市川崎区,川崎市川崎区小田3丁目,287,,189,,262,,13,,274,,1025
3306,川崎市川崎区,川崎市川崎区小田4丁目,199,,76,,277,,129,,259,,940
3307,川崎市川崎区,川崎市川崎区小田5丁目,227,,107,,188,,140,,53,,715
3308,川崎市川崎区,川崎市川崎区小田6丁目,232,,188,,20,,224,,1,,665
3309,川崎市川崎区,川崎市川崎区小田7丁目,92,,107,,260,,45,,162,,666
3310,川崎市川崎区,川崎市川崎区小田栄1丁目,113,,9,,29,,257,,272,,680
3311,川崎市川崎区,川崎市川崎区小田栄2丁目,90,,143,,69,,166,,279,,747
3312,川崎市川崎区,川崎市川崎区昭和1丁目,177,,48,,235,,240,,160,,860
3313,川崎市川崎区,川崎市川崎区昭和2丁目,251,,3,,23,,56,,118,,451
3314,川崎市川崎区,川崎市川崎区川中島1丁目,275,,265,,62,,12,,21,,635
3315,川崎市川崎区,川崎市川崎区川中島2丁目,147,,13,,47,,176,,170,,553
3316,川崎市川崎区,川崎市川崎区浅田1丁目,32,,91,,137,,13,,252,,525
3317,川崎市川崎区,川崎市川崎区浅田2丁目,13,,231,,190,,204,,20,,658
3318,川崎市川崎区,川崎市川崎区浅田3丁目,28,,98,,137,,251,,152,,666
3319,川崎市川崎区,川崎市川崎区浅田4丁目,216,,274,,71,,10,,111,,682
3320,川崎市川崎区,川崎市川崎区大師駅前1丁目,175,,173,,93,,41,,255,,737
3321,川崎市川崎区,川崎市川崎区大師駅前2丁目,241,,279,,186,,158,,129,,993
3322,川崎市川崎区,川崎市川崎区大師河原1丁目,66,,128,,192,,232,,63,,681
3323,川崎市川崎区,川崎市川崎区大師河原2丁目,3,,85,,199,,273,,134,,694
3324,川崎市川崎区,川崎市川崎区大島1丁目,212,,252,,70,,281,,61,,876
3325,川崎市川崎区,川崎市川崎区大島2丁目,85,,152,,66,,121,,150,,574
3326,川崎市川崎区,川崎市川崎区大島3丁目,5,,202,,132,,136,,106,,581
3327,川崎市川崎区,川崎市川崎区大島4丁目,275,,18,,143,,168,,3,,607
3328,川崎市川崎区,川崎市川崎区大島5丁目,246,,276,,141,,252,,268,,1183
3329,川崎市川崎区,川崎市川崎区池上新町1丁目,260,,134,,184,,163,,272,,1013
3330,川崎市川崎区,川崎市川崎区池上新町2丁目,145,,53,,141,,286,,66,,691
3331,川崎市川崎区,川崎市川崎区池上新町3丁目,51,,150,,229,,46,,209,,685
3332,川崎市川崎区,川崎市川崎区池田1丁目,8,,155,,298,,121,,153,,735
3333,川崎市川崎区,川崎市川崎区池田2丁目,90,,254,,153,,2,,90,,589
3334,川崎市川崎区,川崎市川崎区中瀬1丁目,159,,192,,32,,165,,135,,683
3335,川崎市川崎区,川崎市川崎区中瀬2丁目,184,,183,,164,,97,,285,,913
3336,川崎市川崎区,川崎市川崎区中瀬3丁目,40,,214,,187,,189,,29,,659
3337,川崎市川崎区,川崎市川崎区中島1丁目,139,,261,,9,,54,,284,,747
3338,川崎市川崎区,川崎市川崎区中島2丁目,125,,212,,1,,195,,139,,672
3339,川崎市川崎区,川崎市川崎区中島3丁目,140,,189,,178,,21,,72,,600
3340,川崎市川崎区,川崎市川崎区殿町1丁目,235,,258,,160,,142,,86,,881
3341,川崎市川崎区,川崎市川崎区殿町2丁目,268,,232,,103,,71,,32,,706
3342,川崎市川崎区,川崎市川崎区殿町3丁目,72,,111,,256,,177,,128,,744
3343,川崎市川崎区,川崎市川崎区殿町,136,,169,,214,,196,,141,,856
3344,川崎市川崎区,川崎市川崎区田町1丁目,94,,10,,290,,56,,201,,651
3345,川崎市川崎区,川崎市川崎区田町2丁目,276,,75,,293,,164,,87,,895
3346,川崎市川崎区,川崎市川崎区田町3丁目,247,,103,,275,,191,,150,,966
3347,川崎市川崎区,川崎市川崎区渡田1丁目,111,,43,,277,,93,,17,,541
3348,川崎市川崎区,川崎市川崎区渡田2丁目,159,,1,,240,,92,,60,,552
3349,川崎市川崎区,川崎市川崎区渡田3丁目,181,,206,,281,,200,,125,,993
3350,川崎市川崎区,川崎市川崎区渡田4丁目,241,,94,,173,,118,,167,,793
3351,川崎市川崎区,川崎市川崎区渡田新町1丁目,175,,284,,257,,264,,211,,1191
3352,川崎市川崎区,川崎市川崎区渡田新町2丁目,161,,283,,205,,28,,234,,911
3353,川崎市川崎区,川崎市川崎区渡田新町3丁目,272,,51,,238,,55,,274,,890
3354,川崎市川崎区,川崎市川崎区東門前1丁目,262,,141,,41,,153,,13,,610
3355,川崎市川崎区,川崎市川崎区東門前2丁目,235,,55,,23,,41,,59,,413
3356,川崎市川崎区,川崎市川崎区東門前3丁目,224,,295,,117,,211,,270,,1117
3357,川崎市川崎区,川崎市川崎区藤崎1丁目,129,,42,,232,,9,,100,,512
3358,川崎市川崎区,川崎市川崎区藤崎2丁目,140,,190,,282,,169,,49,,830
3359,川崎市川崎区,川崎市川崎区藤崎3丁目,179,,213,,178,,89,,260,,919
3360,川崎市川崎区,川崎市川崎区藤崎4丁目,32,,59,,71,,81,,252,,495
3361,川崎市川崎区,川崎市川崎区日ノ出1丁目,276,,111,,111,,7,,187,,692
3362,川崎市川崎区,川崎市川崎区日ノ出2丁目,173,,271,,260,,197,,22,,923
3363,川崎市川崎区,川崎市川崎区浜町1丁目,44,,27,,174,,179,,45,,469
3364,川崎市川崎区,川崎市川崎区浜町2丁目,165,,82,,87,,202,,202,,738
3365,川崎市川崎区,川崎市川崎区浜町3丁目,32,,122,,149,,100,,78,,481
3366,川崎市川崎区,川崎市川崎区浜町4丁目,225,,220,,84,,135,,128,,792
3367,川崎市川崎区,川崎市川崎区富士見1丁目,153,,64,,212,,292,,180,,901
3368,川崎市川崎区,川崎市川崎区富士見2丁目,237,,259,,145,,220,,252,,1113
3369,川崎市川崎区,川崎市川崎区本町1丁目,289,,77,,80,,73,,187,,706
3370,川崎市川崎区,川崎市川崎区本町2丁目,218,,296,,115,,289,,36,,954
3371,川崎市川崎区,川崎市川崎区夜光1丁目,299,,222,,188,,282,,15,,1006
3372,川崎市川崎区,川崎市川崎区夜光2丁目,157,,102,,181,,49,,31,,520
3373,川崎市川崎区,川崎市川崎区夜光3丁目,94,,267,,139,,32,,185,,717
3374,茅ケ崎市,茅ケ崎市ひばりが丘,187,,180,,38,,214,,235,,854
3375,茅ケ崎市,茅ケ崎市みずき,196,,262,,20,,107,,5,,590
3376,茅ケ崎市,茅ケ崎市旭が丘,89,,127,,167,,244,,43,,670
3377,茅ケ崎市,茅ケ崎市円蔵,273,,102,,145,,181,,67,,768
3378,茅ケ崎市,茅ケ崎市下寺尾,13,,49,,231,,166,,57,,516
3379,茅ケ崎市,茅ケ崎市下町屋,289,,132,,265,,145,,161,,992
3380,茅ケ崎市,茅ケ崎市茅ケ崎,99,,270,,110,,35,,41,,555
3381,茅ケ崎市,茅ケ崎市甘沼,116,,217,,299,,153,,283,,1068
3382,茅ケ崎市,茅ケ崎市共恵,14,,265,,116,,233,,152,,780
3383,茅ケ崎市,茅ケ崎市芹沢,187,,240,,198,,278,,107,,1010
3384,茅ケ崎市,茅ケ崎市元町,233,,163,,206,,66,,82,,750
3385,茅ケ崎市,茅ケ崎市幸町,92,,19,,288,,5,,66,,470
3386,茅ケ崎市,茅ケ崎市行谷,103,,34,,204,,267,,279,,887
3387,茅ケ崎市,茅ケ崎市香川,168,,111,,47,,48,,78,,452
3388,茅ケ崎市,茅ケ崎市高田,22,,51,,234,,136,,77,,520
3389,茅ケ崎市,茅ケ崎市今宿,130,,5,,148,,46,,283,,612
3390,茅ケ崎市,茅ケ崎市汐見台,242,,274,,187,,237,,49,,989
3391,茅ケ崎市,茅ケ崎市室田,227,,169,,133,,98,,135,,762
3392,茅ケ崎市,茅ケ崎市若松町,93,,187,,133,,177,,143,,733
3393,茅ケ崎市,茅ケ崎市十間坂,165,,211,,59,,132,,180,,747
3394,茅ケ崎市,茅ケ崎市出口町,256,,232,,227,,299,,259,,1273
3395,茅ケ崎市,茅ケ崎市小桜町,75,,221,,298,,129,,122,,845
3396,茅ケ崎市,茅ケ崎市小和田,171,,124,,106,,184,,226,,811
3397,茅ケ崎市,茅ケ崎市松が丘,264,,180,,279,,251,,117,,1091
3398,茅ケ崎市,茅ケ崎市松尾,281,,31,,5,,256,,294,,867
3399,茅ケ崎市,茅ケ崎市松風台,226,,117,,41,,227,,113,,724
3400,茅ケ崎市,茅ケ崎市松林,250,,220,,16,,102,,65,,653
3401,茅ケ崎市,茅ケ崎市松浪,196,,56,,167,,84,,190,,693
3402,茅ケ崎市,茅ケ崎市常盤町,32,,235,,120,,222,,283,,892
3403,茅ケ崎市,茅ケ崎市新栄町,178,,51,,53,,107,,192,,581
3404,茅ケ崎市,茅ケ崎市西久保,290,,125,,263,,245,,66,,989
3405,茅ケ崎市,茅ケ崎市赤羽根,254,,72,,128,,166,,283,,903
3406,茅ケ崎市,茅ケ崎市赤松町,61,,134,,284,,184,,97,,760
3407,茅ケ崎市,茅ケ崎市代官町,109,,133,,46,,157,,292,,737
3408,茅ケ崎市,茅ケ崎市中海岸,277,,185,,226,,14,,243,,945
3409,茅ケ崎市,茅ケ崎市中島,35,,17,,30,,291,,149,,522
3410,茅ケ崎市,茅ケ崎市鶴が台,299,,72,,271,,96,,194,,932
3411,茅ケ崎市,茅ケ崎市堤,153,,26,,230,,295,,119,,823
3412,茅ケ崎市,茅ケ崎市東海岸南,142,,236,,59,,39,,227,,703
3413,茅ケ崎市,茅ケ崎市東海岸北,281,,201,,268,,158,,57,,965
3414,茅ケ崎市,茅ケ崎市南湖,132,,293,,74,,167,,272,,938
3415,茅ケ崎市,茅ケ崎市萩園,86,,290,,83,,11,,28,,498
3416,茅ケ崎市,茅ケ崎市白浜町,111,,246,,100,,201,,252,,910
3417,茅ケ崎市,茅ケ崎市美住町,182,,285,,17,,110,,285,,879
3418,茅ケ崎市,茅ケ崎市菱沼,254,,222,,57,,142,,117,,792
3419,茅ケ崎市,茅ケ崎市菱沼海岸,281,,274,,28,,89,,139,,811
3420,茅ケ崎市,茅ケ崎市浜見平,10,,59,,60,,292,,163,,584
3421,茅ケ崎市,茅ケ崎市浜須賀,82,,284,,278,,19,,186,,849
3422,茅ケ崎市,茅ケ崎市浜竹,212,,144,,173,,150,,99,,778
3423,茅ケ崎市,茅ケ崎市浜之郷,215,,135,,245,,210,,259,,1064
3424,茅ケ崎市,茅ケ崎市富士見町,172,,43,,124,,70,,46,,455
3425,茅ケ崎市,茅ケ崎市平太夫新田,113,,70,,94,,44,,220,,541
3426,茅ケ崎市,茅ケ崎市平和町,220,,18,,217,,2,,7,,464
3427,茅ケ崎市,茅ケ崎市本宿町,122,,150,,250,,141,,44,,707
3428,茅ケ崎市,茅ケ崎市本村,68,,292,,140,,225,,229,,954
3429,茅ケ崎市,茅ケ崎市矢畑,272,,266,,143,,140,,72,,893
3430,茅ケ崎市,茅ケ崎市柳島,161,,258,,152,,58,,26,,655
3431,茅ケ崎市,茅ケ崎市柳島海岸,54,,41,,90,,119,,49,,353
3432,茅ケ崎市,茅ケ崎市緑が浜,5,,299,,298,,274,,149,,1025
3433,茅ケ崎市,茅ケ崎市みずき1丁目,222,,245,,129,,104,,224,,924
3434,茅ケ崎市,茅ケ崎市みずき2丁目,92,,33,,71,,203,,187,,586
3435,茅ケ崎市,茅ケ崎市みずき3丁目,117,,41,,46,,36,,184,,424
3436,茅ケ崎市,茅ケ崎市みずき4丁目,232,,179,,154,,190,,5,,760
3437,茅ケ崎市,茅ケ崎市円蔵1丁目,273,,206,,0,,121,,22,,622
3438,茅ケ崎市,茅ケ崎市円蔵2丁目,235,,232,,56,,300,,66,,889
3439,茅ケ崎市,茅ケ崎市下寺尾東方,179,,137,,6,,181,,69,,572
3440,茅ケ崎市,茅ケ崎市下町屋1丁目,147,,95,,105,,177,,23,,547
3441,茅ケ崎市,茅ケ崎市下町屋2丁目,287,,31,,42,,208,,41,,609
3442,茅ケ崎市,茅ケ崎市下町屋3丁目,247,,248,,117,,163,,266,,1041
3443,茅ケ崎市,茅ケ崎市茅ケ崎1丁目,103,,267,,150,,231,,34,,785
3444,茅ケ崎市,茅ケ崎市茅ケ崎2丁目,113,,29,,188,,224,,220,,774
3445,茅ケ崎市,茅ケ崎市茅ケ崎3丁目,239,,283,,12,,112,,224,,870
3446,茅ケ崎市,茅ケ崎市共恵1丁目,243,,192,,236,,14,,41,,726
3447,茅ケ崎市,茅ケ崎市共恵2丁目,196,,82,,263,,79,,18,,638
3448,茅ケ崎市,茅ケ崎市香川1丁目,240,,47,,125,,86,,212,,710
3449,茅ケ崎市,茅ケ崎市香川2丁目,107,,217,,107,,136,,253,,820
3450,茅ケ崎市,茅ケ崎市香川3丁目,78,,71,,164,,90,,248,,651
3451,茅ケ崎市,茅ケ崎市香川4丁目,240,,70,,153,,242,,61,,766
3452,茅ケ崎市,茅ケ崎市香川5丁目,251,,102,,186,,79,,51,,669
3453,茅ケ崎市,茅ケ崎市香川6丁目,18,,195,,146,,59,,259,,677
3454,茅ケ崎市,茅ケ崎市香川7丁目,9,,11,,295,,116,,113,,544
3455,茅ケ崎市,茅ケ崎市高田1丁目,8,,1,,121,,298,,289,,717
3456,茅ケ崎市,茅ケ崎市高田2丁目,15,,26,,17,,30,,65,,153
3457,茅ケ崎市,茅ケ崎市高田3丁目,186,,153,,12,,253,,74,,678
3458,茅ケ崎市,茅ケ崎市高田4丁目,181,,267,,52,,63,,177,,740
3459,茅ケ崎市,茅ケ崎市高田5丁目,23,,81,,34,,177,,49,,364
3460,茅ケ崎市,茅ケ崎市室田1丁目,180,,216,,29,,45,,26,,496
3461,茅ケ崎市,茅ケ崎市室田2丁目,0,,284,,294,,201,,300,,1079
3462,茅ケ崎市,茅ケ崎市室田3丁目,21,,22,,68,,289,,83,,483
3463,茅ケ崎市,茅ケ崎市十間坂1丁目,294,,292,,293,,79,,161,,1119
3464,茅ケ崎市,茅ケ崎市十間坂2丁目,258,,7,,0,,160,,109,,534
3465,茅ケ崎市,茅ケ崎市十間坂3丁目,128,,226,,169,,86,,2,,611
3466,茅ケ崎市,茅ケ崎市小和田1丁目,213,,83,,204,,186,,170,,856
3467,茅ケ崎市,茅ケ崎市小和田2丁目,90,,268,,275,,139,,68,,840
3468,茅ケ崎市,茅ケ崎市小和田3丁目,68,,232,,4,,174,,40,,518
3469,茅ケ崎市,茅ケ崎市松が丘1丁目,29,,194,,54,,246,,108,,631
3470,茅ケ崎市,茅ケ崎市松が丘2丁目,300,,100,,186,,143,,259,,988
3471,茅ケ崎市,茅ケ崎市松林1丁目,97,,182,,131,,172,,246,,828
3472,茅ケ崎市,茅ケ崎市松林2丁目,291,,43,,94,,86,,108,,622
3473,茅ケ崎市,茅ケ崎市松林3丁目,1,,251,,116,,28,,48,,444
3474,茅ケ崎市,茅ケ崎市松浪1丁目,124,,18,,179,,82,,41,,444
3475,茅ケ崎市,茅ケ崎市松浪2丁目,248,,205,,70,,266,,112,,901
3476,茅ケ崎市,茅ケ崎市中海岸1丁目,127,,206,,185,,81,,150,,749
3477,茅ケ崎市,茅ケ崎市中海岸2丁目,182,,253,,268,,122,,152,,977
3478,茅ケ崎市,茅ケ崎市中海岸3丁目,139,,106,,156,,142,,112,,655
3479,茅ケ崎市,茅ケ崎市中海岸4丁目,275,,94,,230,,250,,139,,988
3480,茅ケ崎市,茅ケ崎市東海岸南1丁目,63,,292,,189,,5,,236,,785
3481,茅ケ崎市,茅ケ崎市東海岸南2丁目,69,,207,,50,,76,,32,,434
3482,茅ケ崎市,茅ケ崎市東海岸南3丁目,200,,39,,138,,239,,216,,832
3483,茅ケ崎市,茅ケ崎市東海岸南4丁目,112,,166,,167,,279,,205,,929
3484,茅ケ崎市,茅ケ崎市東海岸南5丁目,190,,219,,22,,70,,138,,639
3485,茅ケ崎市,茅ケ崎市東海岸南6丁目,61,,32,,63,,176,,220,,552
3486,茅ケ崎市,茅ケ崎市東海岸北1丁目,203,,264,,80,,55,,81,,683
3487,茅ケ崎市,茅ケ崎市東海岸北2丁目,6,,36,,148,,117,,43,,350
3488,茅ケ崎市,茅ケ崎市東海岸北3丁目,226,,243,,174,,159,,163,,965
3489,茅ケ崎市,茅ケ崎市東海岸北4丁目,90,,209,,178,,146,,25,,648
3490,茅ケ崎市,茅ケ崎市東海岸北5丁目,271,,258,,245,,28,,288,,1090
3491,茅ケ崎市,茅ケ崎市南湖1丁目,104,,75,,64,,240,,189,,672
3492,茅ケ崎市,茅ケ崎市南湖2丁目,95,,29,,109,,212,,245,,690
3493,茅ケ崎市,茅ケ崎市南湖3丁目,220,,28,,72,,263,,273,,856
3494,茅ケ崎市,茅ケ崎市南湖4丁目,155,,79,,207,,291,,201,,933
3495,茅ケ崎市,茅ケ崎市南湖5丁目,85,,140,,288,,151,,169,,833
3496,茅ケ崎市,茅ケ崎市南湖6丁目,10,,30,,30,,130,,4,,204
3497,茅ケ崎市,茅ケ崎市南湖7丁目,56,,296,,193,,229,,54,,828
3498,茅ケ崎市,茅ケ崎市菱沼1丁目,11,,31,,45,,188,,65,,340
3499,茅ケ崎市,茅ケ崎市菱沼2丁目,46,,86,,152,,61,,221,,566
3500,茅ケ崎市,茅ケ崎市菱沼3丁目,128,,214,,75,,75,,97,,589
3501,茅ケ崎市,茅ケ崎市浜竹1丁目,143,,168,,16,,259,,288,,874
3502,茅ケ崎市,茅ケ崎市浜竹2丁目,79,,227,,61,,121,,147,,635
3503,茅ケ崎市,茅ケ崎市浜竹3丁目,56,,206,,198,,43,,222,,725
3504,茅ケ崎市,茅ケ崎市浜竹4丁目,282,,121,,169,,81,,210,,863
3505,茅ケ崎市,茅ケ崎市本村1丁目,103,,78,,300,,254,,24,,759
3506,茅ケ崎市,茅ケ崎市本村2丁目,187,,227,,220,,192,,226,,1052
3507,茅ケ崎市,茅ケ崎市本村3丁目,175,,294,,200,,202,,139,,1010
3508,茅ケ崎市,茅ケ崎市本村4丁目,214,,263,,114,,91,,205,,887
3509,茅ケ崎市,茅ケ崎市本村5丁目,143,,31,,266,,92,,69,,601
3510,茅ケ崎市,茅ケ崎市柳島1丁目,211,,174,,211,,111,,232,,939
3511,茅ケ崎市,茅ケ崎市柳島2丁目,40,,27,,66,,121,,151,,405
3512,横浜市青葉区,横浜市青葉区あかね台,295,,7,,282,,177,,273,,1034
3513,横浜市青葉区,横浜市青葉区あざみ野,113,,172,,246,,202,,297,,1030
3514,横浜市青葉区,横浜市青葉区あざみ野南,41,,273,,186,,289,,44,,833
3515,横浜市青葉区,横浜市青葉区さつきが丘,141,,175,,91,,53,,105,,565
3516,横浜市青葉区,横浜市青葉区しらとり台,249,,286,,253,,199,,193,,1180
3517,横浜市青葉区,横浜市青葉区すすき野,244,,41,,232,,157,,129,,803
3518,横浜市青葉区,横浜市青葉区すみよし台,188,,11,,169,,194,,299,,861
3519,横浜市青葉区,横浜市青葉区たちばな台,185,,214,,247,,295,,95,,1036
3520,横浜市青葉区,横浜市青葉区つつじが丘,191,,172,,122,,158,,97,,740
3521,横浜市青葉区,横浜市青葉区みすずが丘,207,,212,,36,,165,,154,,774
3522,横浜市青葉区,横浜市青葉区みたけ台,155,,298,,98,,270,,292,,1113
3523,横浜市青葉区,横浜市青葉区もえぎ野,74,,216,,86,,191,,189,,756
3524,横浜市青葉区,横浜市青葉区もみの木台,132,,119,,230,,190,,86,,757
3525,横浜市青葉区,横浜市青葉区荏子田,269,,275,,37,,70,,282,,933
3526,横浜市青葉区,横浜市青葉区荏田西,285,,15,,128,,265,,98,,791
3527,横浜市青葉区,横浜市青葉区荏田町,22,,14,,10,,128,,262,,436
3528,横浜市青葉区,横浜市青葉区荏田北,16,,263,,36,,244,,155,,714
3529,横浜市青葉区,横浜市青葉区榎が丘,78,,20,,138,,153,,135,,524
3530,横浜市青葉区,横浜市青葉区恩田町,75,,118,,287,,79,,211,,770
3531,横浜市青葉区,横浜市青葉区下谷本町,39,,186,,50,,54,,288,,617
3532,横浜市青葉区,横浜市青葉区柿の木台,218,,237,,226,,272,,179,,1132
3533,横浜市青葉区,横浜市青葉区鴨志田町,38,,175,,282,,88,,178,,761
3534,横浜市青葉区,横浜市青葉区桂台,296,,246,,193,,296,,25,,1056
3535,横浜市青葉区,横浜市青葉区元石川町,119,,136,,139,,57,,34,,485
3536,横浜市青葉区,横浜市青葉区黒須田,247,,31,,21,,89,,207,,595
3537,横浜市青葉区,横浜市青葉区桜台,31,,86,,206,,94,,199,,616
3538,横浜市青葉区,横浜市青葉区市ケ尾町,225,,125,,210,,217,,112,,889
3539,横浜市青葉区,横浜市青葉区寺家町,288,,251,,177,,75,,286,,1077
3540,横浜市青葉区,横浜市青葉区若草台,15,,229,,57,,112,,237,,650
3541,横浜市青葉区,横浜市青葉区松風台,170,,193,,191,,284,,96,,934
3542,横浜市青葉区,横浜市青葉区上谷本町,182,,176,,134,,72,,283,,847
3543,横浜市青葉区,横浜市青葉区新石川,65,,287,,178,,180,,167,,877
3544,横浜市青葉区,横浜市青葉区成合町,144,,7,,66,,130,,79,,426
3545,横浜市青葉区,横浜市青葉区青葉台,21,,257,,272,,278,,177,,1005
3546,横浜市青葉区,横浜市青葉区千草台,245,,185,,24,,251,,147,,852
3547,横浜市青葉区,横浜市青葉区大場町,5,,139,,102,,262,,184,,692
3548,横浜市青葉区,横浜市青葉区鉄町,195,,277,,250,,117,,27,,866
3549,横浜市青葉区,横浜市青葉区田奈町,114,,71,,222,,149,,54,,610
3550,横浜市青葉区,横浜市青葉区藤が丘,95,,196,,102,,228,,174,,795
3551,横浜市青葉区,横浜市青葉区奈良,111,,196,,228,,107,,41,,683
3552,横浜市青葉区,横浜市青葉区奈良町,287,,209,,111,,79,,28,,714
3553,横浜市青葉区,横浜市青葉区梅が丘,0,,168,,300,,135,,14,,617
3554,横浜市青葉区,横浜市青葉区美しが丘,107,,258,,103,,173,,56,,697
3555,横浜市青葉区,横浜市青葉区美しが丘西,107,,14,,291,,221,,278,,911
3556,横浜市青葉区,横浜市青葉区緑山,176,,46,,42,,72,,273,,609
3557,横浜市青葉区,横浜市青葉区あかね台1丁目,68,,50,,261,,185,,207,,771
3558,横浜市青葉区,横浜市青葉区あかね台2丁目,131,,30,,65,,5,,248,,479
3559,横浜市青葉区,横浜市青葉区あざみ野1丁目,77,,7,,55,,44,,285,,468
3560,横浜市青葉区,横浜市青葉区あざみ野2丁目,46,,17,,135,,264,,115,,577
3561,横浜市青葉区,横浜市青葉区あざみ野3丁目,127,,164,,82,,268,,107,,748
3562,横浜市青葉区,横浜市青葉区あざみ野4丁目,217,,195,,244,,59,,201,,916
3563,横浜市青葉区,横浜市青葉区あざみ野南1丁目,112,,206,,18,,271,,42,,649
3564,横浜市青葉区,横浜市青葉区あざみ野南2丁目,125,,295,,68,,250,,175,,913
3565,横浜市青葉区,横浜市青葉区あざみ野南3丁目,278,,170,,234,,190,,153,,1025
3566,横浜市青葉区,横浜市青葉区あざみ野南4丁目,1,,278,,51,,182,,157,,669
3567,横浜市青葉区,横浜市青葉区すすき野1丁目,283,,217,,122,,138,,157,,917
3568,横浜市青葉区,横浜市青葉区すすき野2丁目,104,,67,,45,,115,,190,,521
3569,横浜市青葉区,横浜市青葉区すすき野3丁目,94,,63,,36,,45,,282,,520
